destination_zone,destination_industry_work,commerce_work,services_work,education,shopping,health,leisure,home,job_search,personal_business,meal,total
119,1826.8901106505089,3408.6434916763396,11217.883109783485,34619.716817629575,1777.8938036265265,159.5294865518484,1033.6098650338656,67043.79115738065,0,459.74846060652413,0,121547.70630293932
120,0,0,0,0,0,0,0,0,0,0,0,0
121,2274.2368688016177,1717.9888874248477,2472.628205351679,29376.849654537615,0,0,0,68631.31503953873,0,0,0,104473.01865565448
122,0,1728.4928868276745,860.2037837234515,14475.786807814286,0,0,0,39742.98995968426,0,445.1958163452762,0,57252.66925439494
123,0,1852.8237787056137,1453.8493776533585,11962.21215241456,458.87138385415193,283.3554731677901,3659.5258608123377,53219.6430567743,0,882.9509851076357,0,73773.23206848974
124,959.7596017968974,2179.458731007888,3446.1472211762325,31528.91378540662,1332.3246737880313,1278.2783592256296,630.7625537785323,46151.551660779885,0,1029.0407131283396,0,88536.23730008808
125,1582.9158995220157,375.934933233989,8172.59442208363,17535.42332073077,227.46673373587385,229.87872260554977,2177.588751385827,44278.15025583305,0,537.2908027145525,0,75117.24384184525
126,526.292622337316,4051.907627138528,9610.195827625363,13273.215385894877,746.3043702819896,1049.5266451322243,850.0593968328689,29306.05992918794,0,715.5909414205339,0,60129.15274585163
127,2657.1221629404895,4504.130174244775,14693.626904161603,32852.72733089391,1689.552442759612,1163.1883918364388,1457.128097171215,50249.71703268603,0,2225.636585760219,122.87062755338762,111615.6997500077
128,1745.2524401752084,3453.2727063539587,5528.9802979891165,1894.737165475634,103.27603099524543,5304.630575237544,138.38156214938712,2081.7249774243955,0,3364.4222315563934,108.32576258574912,23723.003749942633
129,1845.9105784683395,3060.7571520744937,13517.206761204892,2355.591344744719,1699.659788641498,5673.222437309337,1062.3037778686928,2983.009383643721,427.33367708584774,3721.9398259117256,239.5900791051733,36586.52480605844
130,33.31644483244396,154.29976677046005,3709.771902282088,1157.49425530147,0,0,13.555835448267567,5721.658325422548,0,2061.86244186935,108.57176607402768,12960.530738000656
131,2585.7188341559313,576.9850242789161,5365.721406027883,1978.5911044869597,423.78879827274653,391.09350642626407,1948.7604376053591,1240.212093785869,0,3179.842089385352,0,17690.71329442528
